rowid;name;force;level;mechanic;equipment;primaryMuscles;secondaryMuscles;instructions;category;images;id
227;Kézis Flyes;push;beginner;isolation;kézisúlyzó;[4];[];"[Feküdjön le egy lapos padra, mindkét kezén egy súlyzó a comb tetején nyugszik. A tenyered egymással szemben lesz. „; „Ezután a combjaiddal emelje fel a súlyzókat; emelje fel egyenként a súlyzókat, hogy vállszélességben tarthassa őket előtted, tenyerével egymás felé nézve. Emelje fel a súlyzókat, mintha megnyomná őket; de állj meg és tartsa meg közvetlenül a bezárás előtt. Ez lesz a kiindulási pozíciód. „; „A könyökét enyhén hajlítva a bicepsz ínnél fellépő stressz elkerülése érdekében; engedje le a karjait mindkét oldalról széles ívben, amíg a mellkasán nyújtást nem érzi. Lélegezzen be, miközben végrehajtja a mozgás ezen részét. Tipp: Ne feledje, hogy a mozgás során; a karoknak mozdulatlanul kell maradniuk; a mozgás csak a vállízületnél történhet. „; „Állítsa vissza a karját a kiindulási helyzetbe, miközben összenyomja a mellkasi izmait és kilélegzi. Tipp: Ügyeljen arra, hogy ugyanazt a mozgási ívet használja, mint a súlyok csökkentéséhez. „; „Tartsa egy másodpercig az összehúzott helyzetben, és ismételje meg a mozgást az előírt mennyiségű ismétléshez.]";strength;"[""Dumbbell_Flyes/0.jpg""; ""Dumbbell_Flyes/1.jpg""]";Dumbbell_Flyes
228;Ferde Kézis Evezés;pull;beginner;compound;kézisúlyzó;[9];"[7; 12; 8; 2]";"[Semleges markolat használatával; hajoljon egy lejtős padra. „; „Vegyünk egy súlyzót mindkét kezébe semleges markolattal; kezdjeve az egyenes karokkal. Ez lesz a kiindulási pozíciód. „; „Húzza vissza a lapockákat, és hajlítsa meg a könyökét, hogy a súlyzókat oldalára helyezze. „; „Szüneteltesse a mozgás tetején; majd térjen vissza a kiindulási helyzetbe.]";strength;"[""Dumbbell_Incline_Row/0.jpg""; ""Dumbbell_Incline_Row/1.jpg""]";Dumbbell_Incline_Row
229;Ferde Kézis Váll Emelés;push;beginner;isolation;kézisúlyzó;[2];[6];"[Üljön egy lejtős padra, miközben mindkét kezén súlyzót tart a combok tetején. „; „Emelje fel a lábát, hogy a súlyokat a vállára rúgja, és hátradőljön. Helyezze a súlyzókat a válla fölé, kinyújtott karokkal. A karoknak merőlegesnek kell lenniük a padlóra, tenyerével előre nézve, a csuklókkal pedig a mennyezet felé kell mutatniuk. Ez lesz a kiindulási pozíciód. „; „Miközben a karokat egyenesen és zárva tartja; emelje fel a súlyzókat úgy, hogy felemelje a vállakat a padról, miközben kilélegzi. „; „Helyezze vissza a súlyzókat a kiindulási helyzetbe, miközben belélegzel. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Dumbbell_Incline_Shoulder_Raise/0.jpg""; ""Dumbbell_Incline_Shoulder_Raise/1.jpg""]";Dumbbell_Incline_Shoulder_Raise
230;Kézis Kitörések;push;beginner;compound;kézisúlyzó;[1];"[10; 13; 5]";"[Álljon a törzsével egyenesen, két súlyzót tartva a kezében oldalán. Ez lesz a kiindulási pozíciód. „; „Lépjen előre úgy, hogy a jobb lábát körülbelül 2 láb körül hagyja mögött, és engedje le a felsőtestét, miközben tartsa egyenesen a törzset és fenntartsa az egyensúlyt. Lélegezzen be, amikor lefelé mész. Megjegyzés: A többi gyakorlathoz hasonlóan; ne engedje, hogy a térded túlmenjen a lábujjakon, amikor leereszkedsz; mivel ez felesleges stresszt okoz a térdízületre. Ügyeljen arra, hogy az első lábszárát merőlegesen tartsa a talajra. „; „Főleg a lábad sarkát használva; nyomja fel, és kilégzéskor menjen vissza a kiindulási helyzetbe. „; „Ismételje meg a mozgást az ajánlott ismétlés mennyiségéhez, majd végezze el a bal lábbal.]";strength;"[""Dumbbell_Lunges/0.jpg""; ""Dumbbell_Lunges/1.jpg""]";Dumbbell_Lunges
231;Fekvő Egykezes Hátsó Oldalemelés;pull;intermediate;isolation;kézisúlyzó;[2];[9];"[Miközben egy kézben tartja a súlyzót, feküdjönön le mellkasával egy enyhén ferde (a padlótól mérve körülbelül 15 fok körül) állítható padra. A másik kézzel a stabilitás érdekében a pad lábánál tartható. „; „Helyezze a tenyerét, amely a súlyzót tartja, semlegesen (tenyér a törzséhez néz), miközben a karot kissé meghajlított könyökkel tartja kinyújtva. Ez lesz a kiindulási pozíciód. „; „Most emelje fel a karját a súlyzóval oldalra, amíg a könyöke vállmagasságban van, és a karja nagyjából párhuzamos lesz a padlóval, amikor kilélegzel. Tipp: Tartsa a karját merőlegesen a törzsre, miközben a mozgás során kinyújtva tartsa a karját. Továbbá; tartsa a összehúzódást a tetején egy másodpercig. „; „Belélegzés közben lassan engedje le a súlyzót a kiindulási helyzetbe. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Dumbbell_Lying_One-Arm_Rear_Lateral_Raise/0.jpg""; ""Dumbbell_Lying_One-Arm_Rear_Lateral_Raise/1.jpg""]";Dumbbell_Lying_One-Arm_Rear_Lateral_Raise
232;Fekvő Kézis Pronáció;pull;intermediate;isolation;kézisúlyzó;[12];[];"[Feküdj egy lapos padon arccal lefelé, egyik karjával súlyzót tartva, a másik kezével a pad tetején hajtogatva úgy, hogy a fejét rá pihentesse. „; „Hajlítsa meg a kar könyökét, és tartsa a súlyzót úgy, hogy az 90 fokos szöget hozzon létre a felkar és az alkar között. „; „Most emelje fel a felkarot úgy, hogy az alkar merőleges legyen a padlóra, és a felkar merőleges legyen a törzsre. Tipp: A felkarnak párhuzamosnak kell lennie a padlóval, és 90 fokos szöget kell létrehoznia a törzsével. Ez lesz a kiindulási pozíciód. „; „Amikor kilélegzel; külsőleg forgassa el az alkarját úgy, hogy a súlyzó előre emelkedjen, miközben fenntartja a felkar és az alkar közötti 90 fokos szöghajlítást. Ezt a külső forgást addig folytatja, amíg az alkar párhuzamos a padlóval. Ezen a ponton egy másodpercig tartja az összehúzódást. „; „Ahogy belélegzel; lassan menj vissza a kiindulási helyzetbe. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Dumbbell_Lying_Pronation/0.jpg""; ""Dumbbell_Lying_Pronation/1.jpg""]";Dumbbell_Lying_Pronation
233;Fekvő Kézis Hátsó Oldalemelés;pull;intermediate;isolation;kézisúlyzó;[2];[];"[Mindkét kezében súlyzó tartása közben feküdjönön le mellkasával lefelé egy enyhén ferde (a padlótól mérve körülbelül 15 fok körül) állítható padra. „; „Helyezze a tenyerét semlegesen (tenyér a törzséhez néz), miközben a karokat kissé meghajlított könyökkel tartja kinyújtva. Ez lesz a kiindulási pozíciód. „; „Most emelje fel a karokat oldalra, amíg a könyöke vállmagasságban nem lesz, és a karjai nagyjából párhuzamosak a padlóval, amikor kilélegzel. Tipp: Tartsa a karját merőlegesen a törzsre, miközben a mozgás során nyújtva tartsa őket. Továbbá; tartsa a összehúzódást a tetején egy másodpercig. „; „Belélegzés közben lassan engedje le a súlyzókat a kiindulási helyzetbe. „; „Ismételje meg az ajánlott mennyiségű ismétlést, majd váltson a másik karra.]";strength;"[""Dumbbell_Lying_Rear_Lateral_Raise/0.jpg""; ""Dumbbell_Lying_Rear_Lateral_Raise/1.jpg""]";Dumbbell_Lying_Rear_Lateral_Raise
234;Fekvő Kézis Supináció;pull;intermediate;isolation;kézisúlyzó;[12];[];"[Feküdjön oldalra egy lapos padon, az egyik karja súlyzót tart, a másik kezével a pad tetején hajtogatva, hogy a fejét rátámaszthassa. „; „Hajlítsa meg a kar könyökét, és tartsa a súlyzót úgy, hogy az 90 fokos szöget hozzon létre a felkar és az alkar között. „; „Most emelje fel a felkarot úgy, hogy az alkar párhuzamos legyen a padlóval és merőleges legyen a törzsére (Tipp: Tehát az alkar közvetlenül előtted lesz). A felkar a törzs mellett helyezkedik el, és párhuzamosnak kell lennie a padlóval (mindig a törzséhez igazodva). Ez lesz a kiindulási pozíciód. „; „Lélegezés közben külsőleg forgassa el az alkarját úgy, hogy a súlyzó félkörös mozdulattal felemeljen, miközben fenntartja a felkar és az alkar közötti 90 fokos szöghajlítást. Ezt a külső forgást addig folytatja, amíg az alkar merőleges lesz a padlóra, és a törzs a mennyezet felé mutat. Ezen a ponton egy másodpercig tartja az összehúzódást. „; „Ahogy belélegzel; lassan menj vissza a kiindulási helyzetbe. „; „Ismételje meg az ajánlott mennyiségű ismétlést, majd váltson a másik karra.]";strength;"[""Dumbbell_Lying_Supination/0.jpg""; ""Dumbbell_Lying_Supination/1.jpg""]";Dumbbell_Lying_Supination
235;Egykezes Kézis Váll Nyomás;push;intermediate;compound;kézisúlyzó;[2];[6];"[Fogjon meg egy súlyzót, és üljön egy katonai préspadra vagy egy használati padra, amelyen háttámasz van, miközben a súlyzókat függőlegesen helyezi a combjának tetejére, vagy egyenesen áll fel. „; „Tisztítsa meg a súlyzót, hogy vállmagasságra kerüljön. A másik kéz teljesen oldalra nyújtható; derékkal vagy rögzített felületet megragadva. „; „Forgassa el a csuklóját úgy, hogy a tenyere előre nézzen. Ez a kiindulási pozíciód. „; „Kilégzés közben nyomja fel a súlyzót, amíg a karja teljesen ki nem nyúlik. „; „Egy második szünet után; belélegzés közben lassan térjen vissza a kiindulási helyzetbe. „; „Ismételje meg az ajánlott mennyiségű ismétlést, majd váltsa ki a karokat.]";strength;"[""Dumbbell_One-Arm_Shoulder_Press/0.jpg""; ""Dumbbell_One-Arm_Shoulder_Press/1.jpg""]";Dumbbell_One-Arm_Shoulder_Press
236;Egykezes Kézis Tricepsz Kiterjesztés;push;intermediate;isolation;kézisúlyzó;[6];[];"[Fogjon meg egy súlyzót, és üljön egy katonai préspadra vagy egy használati padra, amelyen háttámasz van, miközben a súlyzókat függőlegesen helyezi a combjának tetejére, vagy egyenesen áll fel. „; „Tisztítsa meg a súlyzót, hogy a vállmagasságra kerüljön, majd nyújtsa ki a karját a feje fölé úgy, hogy az egész kar merőleges legyen a padlóra és a feje mellé. A súlyzónak rajtad kell lennie. A másik kéz teljesen oldalra nyúlva tartható; a deréknál; támasztva a súlyzóval ellátott felkarot, vagy rögzített felületet megragadva. „; „Forgassa el a csuklóját úgy, hogy a tenyere előre nézzen, a pinkie pedig a mennyezet felé nézzen. Ez lesz a kiindulási pozíciód. „; „Lassan engedje le a súlyzót a feje mögé, miközben a felkarot álló helyzetben tartja. Lélegezzen be, miközben ezt a mozgást hajtja végre, és szüneteljen, amikor a tricepsz teljesen ki van nyújtva. „; „Térjen vissza a kiindulási helyzetbe a tricepsz hajlításával, miközben kilélegzi. Tipp: Feltétlenül szükséges, hogy csak az alkar mozogjon. A felkarnak mindig mozdulatlanul kell maradnia a feje mellett. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez, és kapcsolja ki a karokat.]";strength;"[""Dumbbell_One-Arm_Triceps_Extension/0.jpg""; ""Dumbbell_One-Arm_Triceps_Extension/1.jpg""]";Dumbbell_One-Arm_Triceps_Extension
237;Egykezes Kézis Álló Evezés;pull;intermediate;compound;kézisúlyzó;[2];"[7; 14]";"[Fogja meg a súlyzót, és álljon fel egyenesen előtted kinyújtott karjával, a könyökén enyhén hajlítva és a háta egyenesen. Ez lesz a kiindulási pozíciód. Tipp: A súlyzónak a comb tetején kell pihennie, a tenyerét a combjaihoz kell néznie. „; „Tartsa a másik kezét teljesen oldalra nyújtva tarthatja; a deréktól vagy rögzített felületet megragadva. Ez lesz a kiindulási pozíciód. „; „Használja az oldalvállát, hogy kilégzés közben emelje fel a súlyzót. A súlyzónak közel kell lennie a testhez, miközben felfelé mozgatja. Folytassa emelését, amíg a súlyzó majdnem összhangban van az állával. Tipp: A könyökének kell hajtania a mozgást. Ahogy felemeli a súlyzót; a könyökének mindig magasabbnak kell lennie, mint az alkar. Továbbá; tartsa mozdulatlanul a törzset, és szüneteljen egy másodpercig a mozgás tetején. „; „Lassan engedje vissza a súlyzót a kiindulási helyzetbe. Lélegezzen be, miközben végrehajtja a mozgás ezen részét. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez, és kapcsolja ki a karokat.]";strength;"[""Dumbbell_One-Arm_Upright_Row/0.jpg""; ""Dumbbell_One-Arm_Upright_Row/1.jpg""]";Dumbbell_One-Arm_Upright_Row
238;Fekvő Ferde Kézis Bicepsz Hajlítás;pull;intermediate;isolation;kézisúlyzó;[7];[];"[Fogjon meg egy súlyzót mindkét kezéről, és feküdjönön arccal lefelé egy lejtős padra, vállával a lejtő tetejére. A térded az ülésen támaszkodhat, vagy a lábad oldalra húzódhat (az én előnyben részesített módszerem) . „; „Hagyja, hogy a karjai nyúljanak ki, és természetesen lógjon előtted, hogy merőlegesek legyenek a padlóra. „; „Most tartsa a könyökét mellette, és nézzen előre a tenyerével. Ez lesz a kiindulási pozíciód. „; „Emelje fel a súlyzókat a bicepsz összehúzásával, amíg a karja teljesen meg nem hajlik. Lélegezzen ki a mozgás ezen részének végrehajtása közben, és ügyeljen arra, hogy csak az alkar mozogjon. A felkaroknak mindig mozdulatlanul kell maradniuk. „; „Engedje le a súlyzókat, amíg a karja teljesen ki nem nyúlik. „; „Ismételje meg az ajánlott mennyiségű alkalommal.]";strength;"[""Dumbbell_Prone_Incline_Curl/0.jpg""; ""Dumbbell_Prone_Incline_Curl/1.jpg""]";Dumbbell_Prone_Incline_Curl
239;Kézis Emelés;pull;beginner;compound;kézisúlyzó;[2];[7];"[Fogjon meg egy súlyzót mindkét karba, és álljon fel egyenesen az oldalához nyújtott karjaival, enyhén hajlítva a könyökét és a hátát egyenesen. Ez lesz a kiindulási pozíciód. Tipp: A súlyzónak a combok mellett kell lennie, tenyerével hátra nézve. „; „Használja az oldalvállát, hogy kilégzés közben emelje fel a súlyzókat. A súlyzóknak a test oldalán kell lenniük, miközben felfelé mozgatja őket. Folytassa emelését, amíg a súlyzók majdnem összhangban vannak az állával. Tipp: A könyökének kell hajtania a mozgást. Ahogy felemeli a súlyzót; a könyökének mindig magasabbnak kell lennie, mint az alkar. Továbbá; tartsa mozdulatlanul a törzset, és szüneteljen egy másodpercig a mozgás tetején. „; „Lassan engedje vissza a súlyzókat a kiindulási helyzetbe. Lélegezzen be, miközben végrehajtja a mozgás ezen részét. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Dumbbell_Raise/0.jpg""; ""Dumbbell_Raise/1.jpg""]";Dumbbell_Raise
240;Kézis Hátsó Kitörés;push;intermediate;compound;kézisúlyzó;[1];"[10; 13; 5]";"[Álljon a törzsével egyenesen, két súlyzót tartva a kezében oldalán. Ez lesz a kiindulási pozíciód. „; „Lépjen hátrafelé a jobb lábaddal körülbelül két láb körül a bal lábtól, és engedje le a felsőtestét; miközben tartsa a törzset egyenesen és tartsa fenn az egyensúlyt. Lélegezzen be, amikor lefelé mész. Tipp: Mint a többi gyakorlatnál is; ne hagyja, hogy a térded túlmenjen a lábujjakon, amikor leereszkedsz; mivel ez felesleges stresszt okoz a térdízületre. Ügyeljen arra, hogy az első lábszárát merőlegesen tartsa a talajra. Tartsa a törzset függőlegesen a lövés során; fontos a rugalmas csípőhajlítók. A hosszú lövés hangsúlyozza a Gluteus Maximust; egy rövid lövés hangsúlyozza a Quadricepset. „; „Nyomja fel, és kilégzés közben menjen vissza a kiindulási helyzetbe. Tipp: A lábgolyóval nyomja meg a quadriceps hangsúlyozását. Ha a glüterekre szeretne összpontosítani; nyomja meg a sarkával. „; „Most ismételje meg az ellenkező lábbal.]";strength;"[""Dumbbell_Rear_Lunge/0.jpg""; ""Dumbbell_Rear_Lunge/1.jpg""]";Dumbbell_Rear_Lunge
241;Kézis Scaption;push;beginner;isolation;kézisúlyzó;[2];[14];"[Ez a korrekciós gyakorlat erősíti az izmokat, amelyek stabilizálják a vállpengét. Tartson könnyű súlyt mindkét kezében; lógva az oldalán. A hüvelykujjának felfelé kell mutatnia. „; „Kezdje el a mozgást, felemelve a karjait előtted; kb. 30 fokkal távolabb a közepétől. A mozgás végrehajtásakor a karjait teljesen ki kell nyújtani. „; „Folytassa addig, amíg a karjai párhuzamosak a talajjal; majd térjen vissza a kiindulási helyzetbe.]";strength;"[""Dumbbell_Scaption/0.jpg""; ""Dumbbell_Scaption/1.jpg""]";Dumbbell_Scaption
242;Ülő Kézis Dobozugrás;push;intermediate;compound;kézisúlyzó;[1];"[10; 13; 5]";"[Helyezze el a dobozt néhány méterre a pad oldalára. Tartsa mindkét kezével a súlyzót a mellkasához, és üljön a doboz felé néző padra. Ez lesz a kiindulási pozíciód. „; „Helyezze a lábát szilárdan a földre, miközben előre hajolsz; a csípőn és a térdeken keresztül nyúlva, hogy felfelé és előre ugráljon. „; „Leszállj a dobozra mindkét lábbal; elnyeli az ütközést azáltal, hogy lehetővé teszi a csípő és a térd hajlítását. „; „Lépjen le és térjen vissza a kiindulási helyzetbe.]";plyometrics;"[""Dumbbell_Seated_Box_Jump/0.jpg""; ""Dumbbell_Seated_Box_Jump/1.jpg""]";Dumbbell_Seated_Box_Jump
